#第一行名字内容，以后每行为高度 起始宽度 终止宽度 地域类型
1020805 临县 吕梁 山西 中型县城 5
182 2810 2811                                                                                        2 2
204 2800 2836                                                          2 2 2 2 2 1 1 1 1 1 1 1 3 3 3 3 3 1 1 1 1 1 1 4 6 6 6 4 1 1 1 1 1 3 5 5 5
205 2800 2836                                                          2 2 2 2 2 1 1 1 1 1 1 1 1 3 3 3 1 1 1 1 1 1 1 4 4 4 4 4 1 1 1 1 3 3 5 5 5
206 2799 2836                                                       2 2 2 2 2 1 1 1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 5 5 5
207 2799 2835                                                       2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 5
208 2798 2835                                                    2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5
209 2798 2835                                                    2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5
210 2799 2834                                                       2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 5 5
211 2799 2834                                                       2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5
212 2800 2834                                                          2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5
213 2801 2833                                                             2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 5 5
214 2802 2833                                                                2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 5 5
215 2803 2833                                                                   2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 5 5
216 2804 2832                                                                      2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 5
217 2805 2832                                                                         2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 5 5
218 2806 2831                                                                            2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 3 5 5
219 2807 2831                                                                               2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 5 5 5
220 2807 2830                                                                               2 2 2 2 2 1 1 1 1 1 1 1 1 1 1 3 3 3 3 3 3 5 5 5
221 2808 2830                                                                                  2 2 2 2 2 1 1 1 1 1 1 1 1 3 3 3 3 3 3 5 5 5 5
222 2808 2829                                                                                  2 2 2 2 2 1 1 1 1 1 1 1 1 3 3 3 3 3 3 5 5 5
223 2810 2829                                                                                        2 2 2 2 2 1 1 1 1 1 3 3 3 3 3 3 5 5 5 5
224 2811 2829                                                                                           2 2 2 2 2 1 1 1 1 1 3 3 3 3 3 5 5 5 5
225 2812 2828                                                                                              2 2 2 2 2 1 1 1 1 3 3 3 3 5 5 5 5
226 2813 2825                                                                                                 2 2 2 2 2 1 1 1 3 3 3 3 5
227 2814 2820                                                                                                    2 2 2 2 2 1 1
228 2814 2820                                                                                                    2 2 2 2 2 1 1
229 2814 2820                                                                                                    2 2 2 2 2 1 1
230 2813 2820                                                                                                 2 2 2 2 2 1 1 1
231 2812 2820                                                                                              2 2 2 2 2 1 1 1 1
232 2811 2820                                                                                           2 2 2 2 2 1 1 1 1 1
233 2811 2820                                                                                           2 2 2 2 2 1 1 1 1 1
234 2811 2818                                                                                           2 2 2 2 2 1 1 1
235 2812 2815                                                                                              2 2 2 2
236 2812 2812                                                                                              2
