#第一行名字内容，以后每行为高度 起始宽度 终止宽度 地域类型
1020601 朔州 朔州 山西 地级市
52 2884 2885                                                                 5 5
98 2888 2917                                                                             5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
99 2888 2917                                                                             5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
100 2889 2918                                                                              5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
101 2889 2918                                                                              5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
102 2890 2918                                                                                 5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
103 2891 2919                                                                                    5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
104 2892 2919                                                                                       5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
105 2893 2919                                                                                          5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
106 2894 2919                                                                                             5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2
107 2894 2919                                                                                             5 5 5 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2 2
108 2894 2919                                                                                             5 5 5 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 2 2 2 2 2
109 2895 2919                                                                                                5 5 1 1 1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 2 2 2 2 1
110 2895 2919                                                                                                5 1 1 1 1 1 1 1 1 1 1 4 4 6 6 6 6 6 4 4 2 1 1 1 1
111 2896 2919                                                                                                   1 1 1 1 1 1 1 1 1 1 4 4 6 6 6 6 6 4 4 1 1 1 1 1
112 2896 2919                                                                                                   1 1 1 1 1 1 1 1 1 1 4 4 6 6 7 6 6 4 4 1 1 1 1 1
113 2897 2918                                                                                                      1 1 1 1 1 1 1 1 1 4 4 6 6 6 6 6 4 4 1 1 1 1
114 2898 2918                                                                                                         1 1 1 1 1 1 1 1 4 4 6 6 6 6 6 4 4 1 1 1 1
115 2899 2918                                                                                                            1 1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 1 1 1 1
116 2900 2918                                                                                                               1 1 1 1 1 1 4 4 4 4 4 4 4 4 4 1 1 1 1
117 2901 2918                                                                                                                  1 1 1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1
118 2902 2918                                                                                                                     1 1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1
119 2903 2918                                                                                                                        1 1 1 1 1 1 2 2 2 1 1 1 1 1 1 1
120 2904 2919                                                                                                                           1 1 1 1 1 2 2 2 1 1 1 1 1 1 1 1
121 2905 2919                                                                                                                              1 1 1 2 2 2 1 1 1 1 1 1 1 1 1
122 2906 2919                                                                                                                                 1 1 2 2 2 1 1 1 1 1 1 1 1 1
123 2907 2909                                                                                                                                    1 2 2                       
